 0 1 2 3 4 5 6 7 8 9
1159724317 77933.0 17421.0 3686.0 756.0 147.0 47.0 10.0   
1159725956 77608.0 17727.0 3651.0 782.0 178.0 52.0 2.0   
1159727594 77960.0 17345.0 3775.0 735.0 149.0 28.0 8.0   
1159729233 77565.0 17640.0 3789.0 779.0 181.0 40.0 6.0   
1159730871 77883.0 17402.0 3748.0 782.0 151.0 23.0 9.0 1.0 1.0 
1159732509 77910.0 17479.0 3588.0 825.0 157.0 31.0 10.0   
1159734148 77519.0 17801.0 3718.0 766.0 171.0 18.0 7.0   
1159735786 77936.0 17318.0 3726.0 804.0 169.0 24.0 14.0 7.0 2.0 
1159737425 77588.0 17652.0 3684.0 755.0 264.0 37.0 18.0 2.0  
1159739063 77727.0 17375.0 3861.0 797.0 189.0 43.0 5.0 3.0  
1159740701 78086.0 17372.0 3612.0 744.0 157.0 23.0 6.0   
1159742340 78193.0 17405.0 3399.0 766.0 188.0 40.0 7.0 0.0 1.0 1.0
1159743978 78283.0 17196.0 3531.0 779.0 163.0 43.0 4.0 1.0  
1159745617 78064.0 17494.0 3512.0 739.0 158.0 28.0 3.0 1.0 1.0 
1159747255 77825.0 17686.0 3585.0 715.0 160.0 21.0 6.0 2.0  
1159748893 77563.0 17667.0 3700.0 829.0 186.0 38.0 14.0 3.0  
1159750532 77278.0 17811.0 3841.0 829.0 197.0 35.0 8.0 1.0  
1159752170 77912.0 17511.0 3590.0 748.0 203.0 27.0 8.0 1.0  
1159753809 77900.0 17416.0 3661.0 753.0 225.0 42.0 3.0   
1159755447 77597.0 17714.0 3657.0 751.0 195.0 73.0 13.0   
1159757085 77981.0 17236.0 3665.0 847.0 200.0 57.0 9.0 4.0 1.0 
1159758724 77014.0 17922.0 3991.0 856.0 178.0 35.0 3.0 1.0  
1159760362 77512.0 17485.0 3990.0 814.0 145.0 53.0 1.0   
1159762001 77662.0 17623.0 3635.0 792.0 240.0 46.0 2.0   
1159763639 77968.0 17470.0 3598.0 761.0 173.0 25.0 5.0   
1159765277 77926.0 17391.0 3729.0 741.0 169.0 43.0 1.0   
1159766916 77695.0 17696.0 3652.0 736.0 171.0 37.0 5.0 4.0 4.0 
1159768554 77795.0 17486.0 3634.0 840.0 202.0 42.0 1.0   
1159770193 77921.0 17367.0 3704.0 801.0 179.0 20.0 5.0 3.0  
1159771831 77578.0 17565.0 3849.0 788.0 159.0 43.0 17.0 1.0  
1159773469 77496.0 17700.0 3743.0 796.0 208.0 50.0 7.0   
1159775108 77987.0 17482.0 3554.0 759.0 168.0 45.0 5.0   
1159776746 77799.0 17534.0 3663.0 754.0 198.0 49.0 3.0   
1159778385 77837.0 17628.0 3595.0 711.0 182.0 39.0 7.0 1.0  
1159780023 77637.0 17685.0 3665.0 755.0 186.0 52.0 11.0 9.0  
1159781661 77689.0 17626.0 3650.0 781.0 206.0 34.0 13.0 1.0  
1159783300 77564.0 17783.0 3688.0 771.0 158.0 32.0 4.0   
1159784938 77708.0 17812.0 3567.0 723.0 159.0 30.0 1.0   
1159786577 77436.0 17695.0 3819.0 800.0 197.0 50.0 3.0   
1159788215 77631.0 17642.0 3760.0 794.0 147.0 23.0 3.0   
1159789853 77973.0 17196.0 3875.0 783.0 132.0 25.0 11.0 4.0 1.0 
1159791492 77893.0 17370.0 3755.0 787.0 151.0 36.0 7.0 1.0  
1159793130 78059.0 17307.0 3696.0 707.0 196.0 30.0 5.0   
1159794769 77735.0 17508.0 3805.0 745.0 171.0 31.0 4.0 1.0  
1159796407 77753.0 17716.0 3593.0 765.0 131.0 36.0 6.0   
1159798045 77958.0 17383.0 3681.0 744.0 186.0 21.0 8.0 17.0 1.0 1.0
