 0 1 2 3 4 5 6 7 8 9
1176820755 77557.0 17560.0 3744.0 902.0 198.0 32.0 7.0   
1176822393 77660.0 17588.0 3688.0 849.0 192.0 21.0 2.0   
1176824031 77833.0 17559.0 3643.0 748.0 180.0 35.0 2.0   
1176825670 77773.0 17515.0 3663.0 813.0 210.0 21.0 5.0   
1176827308 78062.0 17454.0 3583.0 740.0 145.0 16.0    
1176828947 77937.0 17388.0 3738.0 777.0 115.0 40.0 2.0 3.0  
1176830585 77911.0 17392.0 3642.0 856.0 178.0 19.0 2.0   
1176832223 77755.0 17633.0 3686.0 706.0 152.0 50.0 13.0 5.0  
1176833862 77893.0 17449.0 3642.0 789.0 180.0 43.0 4.0   
1176835500 77811.0 17513.0 3629.0 835.0 175.0 36.0 1.0   
1176837139 77427.0 17734.0 3862.0 767.0 178.0 28.0 1.0 3.0  
1176838777 77404.0 17574.0 3904.0 842.0 210.0 50.0 4.0 7.0 3.0 2.0
1176840415 77639.0 17602.0 3690.0 822.0 209.0 33.0 5.0   
1176842054 78148.0 17158.0 3669.0 770.0 210.0 36.0 9.0   
1176843692 77703.0 17722.0 3552.0 804.0 176.0 39.0 4.0   
1176845331 77821.0 17521.0 3640.0 782.0 174.0 51.0 8.0 3.0  
1176846969 77667.0 17646.0 3692.0 761.0 179.0 54.0 1.0   
1176848607 77700.0 17759.0 3599.0 714.0 187.0 40.0 0.0 1.0  
1176850246 77736.0 17657.0 3670.0 727.0 167.0 37.0 5.0 1.0  
1176851884 78015.0 17393.0 3640.0 752.0 177.0 22.0 1.0   
1176853523 77318.0 17972.0 3713.0 747.0 189.0 58.0 3.0   
1176855161 77845.0 17435.0 3719.0 788.0 178.0 30.0 4.0 1.0  
1176856799 77632.0 17648.0 3679.0 824.0 177.0 38.0 2.0   
1176858438 77683.0 17730.0 3547.0 794.0 205.0 36.0 5.0   
1176860076 78085.0 17197.0 3710.0 764.0 203.0 32.0 7.0 2.0  
1176861715 78012.0 17240.0 3711.0 842.0 163.0 29.0 3.0   
1176863353 240.0 61690.0 26440.0 8466.0 2361.0 599.0 161.0 35.0 6.0 2.0
1176864991 78310.0 17318.0 3524.0 675.0 131.0 40.0 2.0   
1176866630 77756.0 17540.0 3683.0 813.0 181.0 26.0 1.0   
1176868268 77648.0 17560.0 3784.0 784.0 173.0 47.0 4.0   
1176869907 77828.0 17436.0 3750.0 748.0 176.0 50.0 10.0 2.0  
1176871545 78009.0 17328.0 3655.0 776.0 189.0 43.0    
1176873183 77748.0 17489.0 3752.0 771.0 181.0 52.0 7.0   
1176874822 77701.0 17425.0 3834.0 832.0 178.0 23.0 6.0 0.0 1.0 
1176876460 77976.0 17511.0 3588.0 716.0 171.0 35.0 3.0   
1176878099 78113.0 17294.0 3595.0 769.0 188.0 34.0 6.0 1.0  
1176879737 78161.0 17216.0 3702.0 732.0 153.0 30.0 4.0 2.0  
1176881375 77817.0 17380.0 3777.0 818.0 171.0 34.0 3.0   
1176883014 77836.0 17401.0 3721.0 860.0 149.0 33.0    
1176884652 77797.0 17451.0 3695.0 839.0 189.0 25.0 4.0   
1176886291 77740.0 17516.0 3767.0 777.0 167.0 30.0 3.0   
1176887929 77379.0 17742.0 3712.0 902.0 218.0 41.0 6.0   
1176889567 77061.0 17941.0 4005.0 766.0 184.0 37.0 6.0   
1176891206 77787.0 17401.0 3746.0 857.0 175.0 30.0 4.0   
1176892844 77951.0 17501.0 3664.0 717.0 126.0 31.0 9.0 1.0  
1176894483 77611.0 17658.0 3630.0 815.0 230.0 42.0 12.0 2.0  
1176896121 77951.0 17423.0 3681.0 783.0 137.0 19.0 6.0   
1176897759 77583.0 17731.0 3685.0 776.0 178.0 44.0 3.0   
1176899398 78253.0 17000.0 3837.0 742.0 146.0 22.0    
