 0 1 2 3 4 5
1176820755 False False False False True False
1176822393 False False False False True False
1176824031 False False False False True False
1176825670 False False False False False False
1176827308 False False False False True False
1176828947 False False False False True False
1176830585 False False False False True False
1176832223 False False False False False False
1176833862 False False False False False True
1176835500 False False False False False True
1176837139 False False False False False False
1176838777 True False False False False False
1176840415 False False False False False True
1176842054 True False False False False False
1176843692 False False False False False False
1176845331 False False False False True False
1176846969 False False False False True False
1176848607 False False False False True True
1176850246 False False False False True False
1176851884 False False False False True False
1176853523 False False False False False False
1176855161 False False False False True False
1176856799 False False False False False False
1176858438 False False False False False False
1176860076 False False False False False False
1176861715 False False False False False False
1176863353 False False False True False False
1176864991 False False False False False False
1176866630 False False False False True False
1176868268 False False False False False False
1176869907 False False False False True False
1176871545 False False False False True False
1176873183 False False False False False False
1176874822 False False False False False False
1176876460 True False False False False False
1176878099 False False False False True False
1176879737 False False False False False False
1176881375 False False False False True False
1176883014 False False False False False False
1176884652 False False False False False False
1176886291 False False False False True False
1176887929 False False False False False False
1176889567 False False False False False False
1176891206 False False False False True False
1176892844 False False False False True False
1176894483 False False False False True False
1176896121 False False False False False False
1176897759 False False False False True False
1176899398 False False False False True False
1176901036 True False False False True True
1176902675 False False False False False False
1176904313 False False False False False False
1176905951 False False False False True False
1176907590 True False False False True False
1176910428 True False False False True False
1176912067 False False False False True False
1176913705 False False False False False False
1176915344 False False False False False False
1176916982 False False False False True False
1176918620 False False False False False False
1176920259 False False False False True False
1176921897 False False False False False False
1176923536 False False False False True False
1176925174 False False False False False False
1176926812 False False False False True True
1176928451 False False False False True False
1176930089 False False False False True False
1176931728 False False False False False True
1176933366 False False False False False False
1176935004 False False False False True False
1176936643 False False False False True False
1176938281 True False False False True False
1176939920 False False False False False False
1176941558 True False False False False False
1176943196 True False False False True False
1176944835 False False False False False False
1176946473 False False True False False False
1176948112 True False False False False False
1176949750 True False False False True False
1176951388 False False False False False False
1176953027 False False False False False False
1176954665 True False False False True False
1176956304 False False False False False False
1176957942 False False False False False False
1176959580 False False False False True False
1176961219 False False False False True False
1176962857 True False False False True True
1176964496 False False False False True True
1176966134 False False False False False False
1176967772 False False False False True False
1176969411 False False False False False False
1176971049 True False False False False False
1176972688 False False False False True False
1176974326 False False False False True False
1176975964 False False False False False False
1176977603 True False False True True False
1176979241 False False False False True False
1176980880 False False False False False False
1176982518 True False False False True False
1176984156 True False False False False False
1176985795 False False False False True False
1176987433 False False False False False False
1176989072 False False False False False False
1176990710 False False False False False False
1176992348 False False False False True False
1176993987 False False False False False False
1176995625 False False False False False False
1176997264 False False False False False False
1176998902 False False False False True False
1177000540 False False False False False False
1177002179 True False False False True False
1177003817 False False False False False False
1177005456 False False False False True False
1177007094 False False False False False False
1177009932 False False False False False False
1177011571 False False False False False False
1177013209 False False False False False False
1177014848 False False False False True False
1177016486 False False False False True False
1177018124 False False False False True False
1177019763 False False False False True False
1177021401 False False False False True False
1177023040 False False False False True False
1177024678 True False False False False False
1177026316 False False False False False False
1177027955 False False False False False False
1177029593 False False False False False True
1177031232 False False False False True False
1177032870 False False False False True False
1177034508 False False False False False False
1177036147 False False True False True False
1177037785 False False False False True False
1177039424 True False False False False False
1177041062 False False False False True False
1177042700 False False False False True False
1177044339 False False False False True False
1177045977 True False False False False False
1177047616 False False False False True False
1177049254 False False False False False False
1177050892 False False False False True False
1177052531 True False False False False False
1177054169 False False False False True False
