 0 1 2 3 4 5 6 7 8 9
1159575586 82616.0 14516.0 2318.0 426.0 95.0 18.0 8.0 3.0  
1159577224 82442.0 14685.0 2394.0 398.0 65.0 15.0 1.0   
1159578862 82223.0 14885.0 2383.0 410.0 84.0 14.0 1.0   
1159580501 82296.0 14625.0 2537.0 460.0 74.0 6.0 2.0   
1159582139 82727.0 14408.0 2354.0 410.0 89.0 12.0    
1159583778 82501.0 14589.0 2383.0 425.0 81.0 20.0 1.0   
1159585416 82724.0 14404.0 2368.0 421.0 57.0 18.0 8.0   
1159587054 82491.0 14487.0 2395.0 486.0 96.0 19.0 13.0 5.0 8.0 
1159588693 82580.0 14370.0 2501.0 436.0 85.0 20.0 8.0   
1159590331 82436.0 14583.0 2415.0 461.0 95.0 8.0 2.0   
1159591970 82382.0 14576.0 2508.0 444.0 80.0 9.0 1.0   
1159593608 82493.0 14512.0 2457.0 438.0 86.0 12.0 2.0   
1159595246 82674.0 14397.0 2394.0 444.0 80.0 10.0 1.0   
1159596885 82620.0 14494.0 2342.0 441.0 81.0 17.0 5.0   
1159598523 82518.0 14439.0 2476.0 472.0 79.0 8.0 2.0 1.0 0.0 5.0
1159600162 82555.0 14464.0 2481.0 390.0 85.0 23.0 2.0   
1159601800 82776.0 14360.0 2375.0 411.0 69.0 9.0    
1159603438 82444.0 14590.0 2427.0 455.0 73.0 9.0 0.0 1.0 1.0 
1159605077 81344.0 15360.0 2643.0 539.0 96.0 18.0    
1159606715 82992.0 14152.0 2316.0 449.0 77.0 10.0 4.0   
1159608354 82805.0 14257.0 2445.0 416.0 65.0 11.0 1.0   
1159609992 81968.0 14944.0 2491.0 464.0 101.0 31.0 1.0   
1159611630 82793.0 14338.0 2337.0 451.0 67.0 14.0    
1159613269 82173.0 14748.0 2478.0 504.0 75.0 14.0 8.0   
1159614907 82898.0 14265.0 2292.0 431.0 103.0 7.0 1.0 3.0  
1159616546 82640.0 14411.0 2431.0 422.0 92.0 3.0 1.0   
1159618184 82471.0 14494.0 2539.0 418.0 60.0 11.0 7.0   
1159619822          
1159621022 82578.0 14682.0 2264.0 405.0 65.0 6.0    
1159622661 82529.0 14589.0 2325.0 477.0 73.0 2.0 5.0   
1159624299 82200.0 14724.0 2484.0 489.0 75.0 25.0 3.0   
1159625938 82705.0 14366.0 2414.0 409.0 92.0 8.0 4.0 2.0  
1159627576 82351.0 14618.0 2487.0 462.0 74.0 6.0 2.0   
1159629214 82414.0 14627.0 2476.0 394.0 74.0 13.0 2.0   
1159630853 82650.0 14484.0 2408.0 407.0 44.0 7.0    
1159632491 81938.0 14918.0 2591.0 454.0 89.0 7.0 3.0   
1159634130 82484.0 14615.0 2400.0 406.0 89.0 2.0 4.0   
1159635768 82689.0 14457.0 2346.0 433.0 65.0 9.0 1.0   
1159637406 82672.0 14437.0 2344.0 453.0 89.0 4.0 1.0   
1159639045 82913.0 14346.0 2244.0 438.0 57.0 1.0 0.0 0.0 0.0 1.0
1159640683 81303.0 15428.0 2652.0 491.0 102.0 20.0 4.0   
1159642322 82239.0 14710.0 2541.0 420.0 79.0 11.0    
1159643960 82498.0 14607.0 2400.0 418.0 56.0 16.0 4.0 0.0 1.0 
1159645598 82906.0 14352.0 2247.0 396.0 89.0 9.0 1.0   
1159647237 81618.0 15189.0 2588.0 489.0 100.0 13.0 3.0   
1159648875 82725.0 14419.0 2356.0 417.0 72.0 7.0 4.0   
1159650514 82695.0 14587.0 2226.0 414.0 69.0 8.0 1.0   
1159652152 144.0 68206.0 23977.0 5885.0 1412.0 303.0 60.0 8.0 5.0 
1159653790 82168.0 14819.0 2518.0 416.0 69.0 7.0 3.0   
1159655429 82505.0 14623.0 2369.0 391.0 84.0 16.0 12.0   
1159657067 82803.0 14506.0 2149.0 446.0 82.0 12.0 2.0   
1159658706 82197.0 14795.0 2518.0 405.0 64.0 8.0 8.0 2.0 2.0 1.0
1159660344 82250.0 14786.0 2498.0 412.0 49.0 4.0 1.0   
1159661982 82705.0 14510.0 2328.0 381.0 54.0 13.0 5.0 4.0  
1159663621 82695.0 14348.0 2419.0 457.0 68.0 10.0 3.0   
1159665259 82690.0 14500.0 2332.0 405.0 65.0 6.0 2.0   
1159666898 82569.0 14624.0 2350.0 374.0 76.0 5.0 1.0 1.0  
1159668536 82639.0 14510.0 2369.0 376.0 82.0 15.0 6.0 3.0  
1159670174 81713.0 15017.0 2601.0 544.0 105.0 17.0 3.0   
1159671813 82471.0 14447.0 2513.0 463.0 88.0 12.0 6.0   
1159673451 82614.0 14425.0 2463.0 432.0 56.0 9.0 1.0   
1159675090 82330.0 14590.0 2481.0 500.0 89.0 10.0    
1159676728 82262.0 14765.0 2432.0 454.0 60.0 18.0 2.0 4.0 0.0 3.0
1159678366 82733.0 14509.0 2318.0 374.0 54.0 10.0 2.0   
1159680005 82728.0 14509.0 2335.0 373.0 48.0 5.0 2.0   
1159681643 82390.0 14627.0 2505.0 406.0 57.0 11.0 2.0 2.0  
1159683282 82486.0 14629.0 2433.0 377.0 55.0 18.0 2.0   
